      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0926471607e-03  5.9659242909e-04  4.1359017527e-03
 1.6000000000e+01  5.7546069016e+00  2.5764398409e+00  6.3050410662e+00
 6.0000000000e+01  6.0917915632e+00  1.0596270968e+01  1.2222556315e+01
 8.0000000000e+00  1.4821984716e+00  7.5850144772e+00  7.7284770122e+00
