      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8518768458e-03  4.2428778531e-04  4.8703931105e-03
 1.6000000000e+01  4.8702622063e+00  1.6931587915e+00  5.1561846991e+00
 6.0000000000e+01  4.4873330932e+00  9.1477994066e+00  1.0189131085e+01
 8.0000000000e+00  2.0171488004e+00  7.3404707062e+00  7.6125816561e+00
