      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.2229143619e-03  8.5131137410e-04  4.3078691674e-03
 1.6000000000e+01  6.0433937597e+00  2.7830788759e+00  6.6534304057e+00
 6.0000000000e+01  3.3702394855e+00  5.8305956211e+00  6.7345645357e+00
 8.0000000000e+00  2.4646516067e+00  7.0967187399e+00  7.5125178479e+00
