      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0284512636e-03  4.9838702324e-04  5.0530893259e-03
 1.6000000000e+01  4.1015520789e+00  1.1522316578e+00  4.2603247822e+00
 6.0000000000e+01  1.8953035637e+00  6.5916148856e+00  6.8586851800e+00
 8.0000000000e+00  5.0908531542e-01  7.9183756231e+00  7.9347237108e+00
