      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6120335671e-03  2.9854463685e-04  6.6187700363e-03
 1.6000000000e+01  4.1804488171e+00  1.2408231820e+00  4.3607103184e+00
 6.0000000000e+01  3.0563884776e+00  9.0533489522e+00  9.5553460312e+00
 8.0000000000e+00  4.8547047214e-01  7.8784720988e+00  7.8934152425e+00
