      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.1009532747e-03  5.9894301900e-04  4.1444602183e-03
 1.6000000000e+01  5.6123654263e+00  2.4201044205e+00  6.1119187727e+00
 6.0000000000e+01  6.0187119093e+00  8.3259837130e+00  1.0273601989e+01
 8.0000000000e+00  1.5940337886e+00  7.5892064467e+00  7.7548048467e+00
