      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.2203190182e-03  7.4832535928e-04  4.2861501908e-03
 1.6000000000e+01  6.0278739767e+00  2.7592811952e+00  6.6293964577e+00
 6.0000000000e+01  2.6855706423e+00  4.8195510397e+00  5.5172784867e+00
 8.0000000000e+00  2.1827495481e+00  7.3176596097e+00  7.6362646467e+00
