      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8504135086e-03  4.4042811901e-04  4.8703683775e-03
 1.6000000000e+01  5.0611975288e+00  1.8368277280e+00  5.3842043543e+00
 6.0000000000e+01  3.8609041684e+00  9.3179907917e+00  1.0086205104e+01
 8.0000000000e+00  1.6159206127e+00  7.5503515605e+00  7.7213346071e+00
