      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8547225738e-03  5.0802174320e-04  4.8812311316e-03
 1.6000000000e+01  5.3207131169e+00  2.0582232521e+00  5.7049339197e+00
 6.0000000000e+01  3.7656122533e+00  8.7914544437e+00  9.5639692010e+00
 8.0000000000e+00  1.6791720319e+00  7.5321742850e+00  7.7170764006e+00
