      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0581521184e-03  5.2159406470e-04  5.0849742596e-03
 1.6000000000e+01  4.1809435975e+00  1.1850325274e+00  4.3456405116e+00
 6.0000000000e+01  1.8326396792e+00  7.1551557909e+00  7.3861236509e+00
 8.0000000000e+00  5.1681278459e-01  7.9089192068e+00  7.9257869309e+00
