      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0492784357e-03  6.5293682709e-04  4.1015829079e-03
 1.6000000000e+01  6.9607162038e+00  4.1013618327e+00  8.0791545939e+00
 6.0000000000e+01  3.5777238493e+00  4.5208120326e+00  5.7652276084e+00
 8.0000000000e+00  2.0527391743e+00  7.4081494590e+00  7.6872892833e+00
