      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8483777350e-03  4.1760828423e-04  4.8663295553e-03
 1.6000000000e+01  4.9633712184e+00  1.7619142657e+00  5.2668202676e+00
 6.0000000000e+01  3.8541492387e+00  9.4441976086e+00  1.0200359544e+01
 8.0000000000e+00  1.4137864763e+00  7.6339461805e+00  7.7637572403e+00
