      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0252834161e-03  4.9632535860e-04  5.0497338814e-03
 1.6000000000e+01  4.1644412633e+00  1.1761416540e+00  4.3273410111e+00
 6.0000000000e+01  1.7920729753e+00  7.1759203863e+00  7.3963071150e+00
 8.0000000000e+00  3.6382626486e-01  7.9258750404e+00  7.9342211154e+00
