      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.7837121836e-03  7.2151460301e-04  6.8219743706e-03
 1.6000000000e+01  3.7192082697e+00  9.3436963322e-01  3.8347824926e+00
 6.0000000000e+01  2.4896138700e+00  6.7969603497e+00  7.2385666548e+00
 8.0000000000e+00  1.8634886021e+00  7.4773756433e+00  7.7060843677e+00
