      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6216176348e-03  2.3190877665e-04  6.6256774584e-03
 1.6000000000e+01  3.1578774486e+00  7.3648738150e-01  3.2426229574e+00
 6.0000000000e+01  3.7647043996e+00  1.0802786199e+01  1.1439982031e+01
 8.0000000000e+00  3.9611363458e-01  7.8499680731e+00  7.8599557734e+00
