      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  3.9282979569e-03  2.4795372889e-04  3.9361155839e-03
 1.6000000000e+01  5.8547668867e+00  1.3419811727e+01  1.4641367493e+01
 6.0000000000e+01  2.4357385538e+00  3.9120061717e+00  4.6083201484e+00
 8.0000000000e+00  2.1742761883e+00  7.3414682396e+00  7.6566724402e+00
