      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6522245884e-03  3.1209204591e-04  6.6595415323e-03
 1.6000000000e+01  4.1065221736e+00  1.1586939873e+00  4.2668602178e+00
 6.0000000000e+01  3.0897727559e+00  9.4293919418e+00  9.9227076987e+00
 8.0000000000e+00  4.4142525916e-01  7.8764789604e+00  7.8888387658e+00
