      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8062554146e-03  3.6893602356e-04  4.8203946830e-03
 1.6000000000e+01  4.4656659313e+00  1.4058855901e+00  4.6817396876e+00
 6.0000000000e+01  4.0801877742e+00  1.0525918508e+01  1.1289060755e+01
 8.0000000000e+00  2.8561236788e-01  7.8682371875e+00  7.8734192612e+00
