      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0040114507e-03  4.3726830152e-04  4.0278171837e-03
 1.6000000000e+01  6.2296413262e+00  3.0366313352e+00  6.9303362775e+00
 6.0000000000e+01  4.8453327722e+00  8.9565476470e+00  1.0183172169e+01
 8.0000000000e+00  2.1073318444e+00  7.2889242895e+00  7.5874412552e+00
