      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.9113888872e-03  5.7254177842e-04  4.9446481057e-03
 1.6000000000e+01  5.1320002188e+00  1.9053591367e+00  5.4742871395e+00
 6.0000000000e+01  4.3772524059e+00  9.2261402808e+00  1.0211856007e+01
 8.0000000000e+00  2.2298978118e+00  7.1974657359e+00  7.5349822342e+00
