      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.8918788478e-03  7.0739262660e-04  6.9280876424e-03
 1.6000000000e+01  2.8416126722e+00  6.1115938524e-01  2.9065922268e+00
 6.0000000000e+01  1.7146760995e+00  6.6299425122e+00  6.8480838080e+00
 8.0000000000e+00  1.2044775758e+00  7.7603917079e+00  7.8533079457e+00
