      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0205737856e-03  4.5292514687e-04  5.0409624404e-03
 1.6000000000e+01  3.9146661434e+00  1.0528347596e+00  4.0537725695e+00
 6.0000000000e+01  2.0906664124e+00  7.4478955845e+00  7.7357633551e+00
 8.0000000000e+00  4.8733077569e-01  7.9071291486e+00  7.9221324565e+00
