      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6634607899e-03  2.1545047734e-04  6.6669429731e-03
 1.6000000000e+01  4.2716866013e+00  1.2642564730e+00  4.4548457717e+00
 6.0000000000e+01  3.0226124041e+00  9.1778529085e+00  9.6627723639e+00
 8.0000000000e+00  3.4756166982e-01  7.8910848313e+00  7.8987352740e+00
