      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6774813689e-03  1.8355018787e-04  6.6800036005e-03
 1.6000000000e+01  7.9281731191e+00  8.8795299942e+00  1.1903864159e+01
 6.0000000000e+01  2.2938354448e+00  3.8775483473e+00  4.5052261024e+00
 8.0000000000e+00  1.1054594346e+00  7.8328697368e+00  7.9104923283e+00
